customer_id,age,age_group,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases_days
3112,21,young_adult,Female,Belt,Accessories,81,Kansas,XL,Indigo,Spring,4.9,No,Free Shipping,No,25,Debit Card,90
3113,19,young_adult,Female,Blouse,Clothing,97,Texas,S,Green,Fall,3.8,No,Express,No,26,Venmo,365
3114,46,middle_aged,Female,Shirt,Clothing,93,Nebraska,L,Green,Summer,2.6,No,Express,No,2,Debit Card,7
3115,21,young_adult,Female,Handbag,Accessories,56,Arkansas,M,Olive,Spring,4.7,No,Store Pickup,No,45,Venmo,14
3116,26,adult,Female,Scarf,Accessories,53,South Dakota,M,Charcoal,Fall,4.1,No,Free Shipping,No,9,Bank Transfer,14
3117,50,middle_aged,Female,Coat,Outerwear,66,Montana,L,Gray,Spring,3.7,No,Store Pickup,No,1,Venmo,7
3118,43,middle_aged,Female,Hoodie,Clothing,50,Florida,M,Olive,Fall,3.0,No,Free Shipping,No,4,PayPal,14
3119,61,senior,Female,Shorts,Clothing,97,Virginia,L,Blue,Summer,4.7,No,Standard,No,31,Debit Card,90
3120,63,senior,Female,Sandals,Footwear,79,Louisiana,XL,Silver,Winter,4.7,No,2-Day Shipping,No,21,Credit Card,90
3121,46,middle_aged,Female,Shirt,Clothing,76,Louisiana,M,Magenta,Fall,4.0,No,Store Pickup,No,32,Debit Card,14
3122,63,senior,Female,Hoodie,Clothing,38,Louisiana,L,Black,Fall,2.6,No,Standard,No,16,Venmo,7
3123,23,young_adult,Female,Socks,Clothing,45,Georgia,M,Pink,Fall,3.0,No,Express,No,34,Credit Card,14
3124,57,senior,Female,Handbag,Accessories,77,Iowa,XL,Red,Fall,3.3,No,Next Day Air,No,40,Venmo,14
3125,57,senior,Female,Jewelry,Accessories,51,California,M,Peach,Summer,3.4,No,Standard,No,4,Cash,90
3126,33,adult,Female,Coat,Outerwear,26,Oregon,L,Lavender,Spring,4.0,No,Standard,No,3,Cash,90
3127,57,senior,Female,Sunglasses,Accessories,76,Maine,L,Lavender,Winter,2.6,No,Store Pickup,No,28,Bank Transfer,14
3128,55,middle_aged,Female,Gloves,Accessories,94,Louisiana,M,Beige,Winter,3.4,No,Free Shipping,No,43,Credit Card,90
3129,65,senior,Female,Jacket,Outerwear,32,Arkansas,S,Indigo,Fall,4.4,No,Standard,No,20,Cash,365
3130,60,senior,Female,Sandals,Footwear,20,Maryland,S,Cyan,Summer,4.7,No,Express,No,40,Venmo,90
3131,52,middle_aged,Female,Pants,Clothing,20,Vermont,M,Yellow,Summer,4.5,No,Store Pickup,No,34,Venmo,90
3132,34,adult,Female,Jacket,Outerwear,59,North Dakota,M,Peach,Fall,2.9,No,Store Pickup,No,11,Bank Transfer,90
3133,33,adult,Female,Sweater,Clothing,97,Michigan,M,Yellow,Summer,4.2,No,Express,No,26,Cash,90
3134,58,senior,Female,T-shirt,Clothing,68,Arkansas,M,Orange,Spring,4.1,No,Next Day Air,No,29,Cash,14
3135,35,adult,Female,Boots,Footwear,66,Kentucky,L,Gray,Spring,4.4,No,Store Pickup,No,47,Bank Transfer,7
3136,68,senior,Female,Shoes,Footwear,85,Indiana,L,Yellow,Spring,4.7,No,Free Shipping,No,48,Venmo,14
3137,58,senior,Female,Skirt,Clothing,32,Minnesota,M,Gray,Fall,3.1,No,Next Day Air,No,29,Cash,14
3138,34,adult,Female,Coat,Outerwear,44,Louisiana,M,Turquoise,Spring,2.7,No,2-Day Shipping,No,14,Bank Transfer,30
3139,47,middle_aged,Female,Blouse,Clothing,95,Kentucky,L,Gray,Fall,4.6,No,Next Day Air,No,40,Cash,90
3140,35,adult,Female,Sunglasses,Accessories,85,Georgia,M,Olive,Winter,4.4,No,Next Day Air,No,4,Venmo,7
3141,34,adult,Female,Gloves,Accessories,44,Alaska,XL,Peach,Summer,4.6,No,Free Shipping,No,37,Bank Transfer,7
3142,36,adult,Female,Sunglasses,Accessories,30,Mississippi,S,Peach,Winter,4.9,No,Express,No,47,Credit Card,14
3143,23,young_adult,Female,Sneakers,Footwear,21,Kansas,L,Magenta,Winter,4.0,No,2-Day Shipping,No,1,Venmo,90
3144,68,senior,Female,Hoodie,Clothing,22,Arizona,M,Purple,Summer,2.9,No,Store Pickup,No,26,Cash,90
3145,23,young_adult,Female,Boots,Footwear,70,Maine,L,Beige,Spring,2.6,No,Free Shipping,No,12,Debit Card,90
3146,57,senior,Female,Handbag,Accessories,29,Texas,XL,Purple,Spring,4.6,No,Standard,No,16,PayPal,14
3147,21,young_adult,Female,Shirt,Clothing,83,Virginia,S,Yellow,Winter,4.9,No,Free Shipping,No,19,PayPal,365
3148,45,middle_aged,Female,Sweater,Clothing,99,North Dakota,M,Pink,Winter,4.3,No,Express,No,21,Credit Card,7
3149,37,adult,Female,Shorts,Clothing,35,West Virginia,L,Purple,Fall,4.3,No,Free Shipping,No,15,Venmo,7
3150,18,young_adult,Female,Belt,Accessories,40,North Carolina,M,Lavender,Winter,4.6,No,Free Shipping,No,9,Venmo,365
3151,55,middle_aged,Female,Blouse,Clothing,25,Georgia,M,Peach,Spring,2.6,No,Express,No,7,Bank Transfer,14
3152,52,middle_aged,Female,T-shirt,Clothing,64,New Mexico,L,Orange,Fall,3.1,No,2-Day Shipping,No,47,Bank Transfer,90
3153,49,middle_aged,Female,Belt,Accessories,90,North Carolina,M,Red,Fall,3.1,No,Store Pickup,No,17,PayPal,30
3154,56,senior,Female,Socks,Clothing,88,Alabama,L,Red,Fall,3.1,No,Next Day Air,No,46,Venmo,14
3155,27,adult,Female,Belt,Accessories,55,Connecticut,M,Gold,Winter,4.4,No,Standard,No,32,Cash,90
3156,22,young_adult,Female,Handbag,Accessories,90,Montana,M,Brown,Fall,4.3,No,Free Shipping,No,34,Cash,365
3157,18,young_adult,Female,Shirt,Clothing,50,Montana,M,Black,Winter,3.1,No,2-Day Shipping,No,18,Cash,30
3158,21,young_adult,Female,Belt,Accessories,34,Maine,L,Red,Fall,3.1,No,Store Pickup,No,5,Debit Card,14
3159,30,adult,Female,Jewelry,Accessories,77,Mississippi,M,Gray,Winter,4.9,No,2-Day Shipping,No,44,Credit Card,30
3160,62,senior,Female,Hat,Accessories,89,Louisiana,L,Pink,Winter,2.9,No,Store Pickup,No,4,Bank Transfer,90
3161,28,adult,Female,Backpack,Accessories,87,Nebraska,XL,Turquoise,Fall,3.8,No,Next Day Air,No,37,Cash,14
3162,66,senior,Female,Dress,Clothing,77,Massachusetts,S,Charcoal,Winter,4.2,No,2-Day Shipping,No,43,Cash,30
3163,66,senior,Female,Shoes,Footwear,85,Wisconsin,L,Blue,Winter,3.9,No,Standard,No,28,Bank Transfer,90
3164,49,middle_aged,Female,Pants,Clothing,66,Nebraska,XL,Turquoise,Summer,2.8,No,Express,No,36,Cash,30
3165,40,adult,Female,Dress,Clothing,32,Arizona,L,Silver,Winter,2.6,No,Standard,No,16,Credit Card,365
3166,49,middle_aged,Female,Jacket,Outerwear,92,Hawaii,M,Lavender,Spring,3.0,No,Store Pickup,No,38,Bank Transfer,90
3167,19,young_adult,Female,Shirt,Clothing,80,Georgia,M,Gold,Winter,2.7,No,Next Day Air,No,37,Bank Transfer,14
3168,24,young_adult,Female,Dress,Clothing,78,Oregon,M,Blue,Fall,2.8,No,2-Day Shipping,No,9,Cash,14
3169,31,adult,Female,Jeans,Clothing,24,Montana,M,Orange,Spring,2.9,No,2-Day Shipping,No,14,PayPal,14
3170,35,adult,Female,T-shirt,Clothing,59,Georgia,M,White,Fall,3.8,No,Free Shipping,No,3,Venmo,7
3171,65,senior,Female,Sunglasses,Accessories,41,Rhode Island,XL,Charcoal,Spring,4.4,No,Express,No,10,Credit Card,14
3172,68,senior,Female,Jewelry,Accessories,26,Tennessee,M,Maroon,Spring,3.1,No,Express,No,26,Bank Transfer,14
3173,57,senior,Female,Socks,Clothing,52,Missouri,M,Olive,Fall,3.7,No,Standard,No,30,Debit Card,14
3174,69,senior,Female,Skirt,Clothing,46,Washington,L,Teal,Summer,4.9,No,Next Day Air,No,32,PayPal,14
3175,45,middle_aged,Female,Pants,Clothing,52,Oklahoma,L,Orange,Winter,3.8,No,Store Pickup,No,35,PayPal,30
3176,35,adult,Female,Socks,Clothing,42,Connecticut,M,Maroon,Fall,3.4,No,Store Pickup,No,26,Debit Card,90
3177,36,adult,Female,Sandals,Footwear,37,Arkansas,XL,Turquoise,Spring,4.6,No,2-Day Shipping,No,39,Credit Card,30
3178,55,middle_aged,Female,Belt,Accessories,52,Missouri,L,Beige,Fall,3.2,No,Standard,No,31,Credit Card,30
3179,66,senior,Female,Sandals,Footwear,34,Washington,L,Beige,Spring,2.7,No,Free Shipping,No,28,Credit Card,365
3180,57,senior,Female,Shorts,Clothing,88,Idaho,M,Olive,Spring,4.3,No,Free Shipping,No,12,Debit Card,14
3181,18,young_adult,Female,Handbag,Accessories,88,Montana,L,Turquoise,Fall,3.8,No,Standard,No,46,PayPal,7
3182,31,adult,Female,Jacket,Outerwear,51,Montana,M,Charcoal,Summer,4.4,No,Free Shipping,No,27,PayPal,90
3183,50,middle_aged,Female,Sunglasses,Accessories,97,Georgia,L,Green,Fall,3.6,No,Free Shipping,No,4,Credit Card,365
3184,50,middle_aged,Female,Sneakers,Footwear,56,Mississippi,M,Green,Winter,3.5,No,Standard,No,14,Cash,90
3185,61,senior,Female,Sweater,Clothing,53,Hawaii,L,Green,Spring,4.2,No,2-Day Shipping,No,30,Venmo,90
3186,52,middle_aged,Female,Skirt,Clothing,71,Ohio,L,Gold,Fall,4.7,No,Express,No,6,PayPal,365
3187,38,adult,Female,Jewelry,Accessories,93,Virginia,S,Cyan,Winter,4.8,No,Store Pickup,No,43,Venmo,365
3188,67,senior,Female,Blouse,Clothing,72,Texas,L,Indigo,Winter,3.2,No,Free Shipping,No,28,Debit Card,7
3189,42,middle_aged,Female,Blouse,Clothing,59,Vermont,M,Lavender,Winter,3.5,No,Standard,No,39,Bank Transfer,30
3190,25,young_adult,Female,Boots,Footwear,87,Kansas,M,Beige,Summer,4.2,No,Store Pickup,No,30,PayPal,14
3191,41,middle_aged,Female,Jeans,Clothing,78,California,S,Purple,Fall,3.4,No,Free Shipping,No,5,Credit Card,14
3192,62,senior,Female,Hoodie,Clothing,68,Mississippi,XL,Maroon,Winter,4.7,No,Store Pickup,No,42,Credit Card,90
3193,19,young_adult,Female,Sweater,Clothing,76,Iowa,S,Maroon,Fall,3.0,No,Free Shipping,No,20,Cash,14
3194,63,senior,Female,Gloves,Accessories,99,Virginia,L,Teal,Winter,4.0,No,Express,No,35,Credit Card,14
3195,43,middle_aged,Female,Sneakers,Footwear,52,Maryland,L,Gold,Summer,4.6,No,Standard,No,10,Credit Card,14
3196,68,senior,Female,Sunglasses,Accessories,58,Missouri,S,Red,Spring,4.9,No,Next Day Air,No,36,Credit Card,90
3197,24,young_adult,Female,Belt,Accessories,59,Wisconsin,L,Maroon,Winter,2.8,No,Express,No,21,Debit Card,14
3198,27,adult,Female,Sweater,Clothing,71,Maine,M,Teal,Spring,3.2,No,Free Shipping,No,29,Credit Card,90
3199,61,senior,Female,Gloves,Accessories,94,Pennsylvania,L,Peach,Winter,2.8,No,Free Shipping,No,39,Debit Card,7
3200,59,senior,Female,Handbag,Accessories,40,Maine,XL,Pink,Winter,4.2,No,Express,No,16,PayPal,30
3201,67,senior,Female,Socks,Clothing,24,Missouri,L,Black,Spring,4.8,No,Free Shipping,No,32,Credit Card,30
3202,46,middle_aged,Female,Pants,Clothing,38,Vermont,S,Indigo,Fall,2.8,No,2-Day Shipping,No,34,Cash,30
3203,65,senior,Female,Scarf,Accessories,37,Wisconsin,L,Green,Fall,4.5,No,Standard,No,38,Venmo,365
3204,63,senior,Female,Coat,Outerwear,29,New Jersey,L,Teal,Spring,4.1,No,Express,No,14,Venmo,365
3205,57,senior,Female,Jacket,Outerwear,92,New Mexico,XL,Lavender,Fall,4.3,No,Free Shipping,No,23,Debit Card,14
3206,40,adult,Female,Hoodie,Clothing,24,Colorado,XL,Magenta,Fall,4.4,No,2-Day Shipping,No,50,Bank Transfer,90
3207,36,adult,Female,Boots,Footwear,52,California,M,Brown,Winter,3.0,No,Free Shipping,No,49,PayPal,30
3208,67,senior,Female,Socks,Clothing,29,Arizona,XL,Beige,Summer,2.7,No,Next Day Air,No,14,PayPal,365
3209,61,senior,Female,Jewelry,Accessories,30,Indiana,L,Indigo,Winter,3.3,No,2-Day Shipping,No,42,PayPal,7
3210,64,senior,Female,Shoes,Footwear,31,Arkansas,L,Peach,Fall,4.3,No,Standard,No,39,Debit Card,365
3211,30,adult,Female,Socks,Clothing,67,Nevada,M,Magenta,Summer,2.9,No,Express,No,43,Venmo,14
3212,53,middle_aged,Female,Pants,Clothing,65,Rhode Island,L,Turquoise,Winter,4.9,No,Standard,No,12,Cash,30
3213,27,adult,Female,Sneakers,Footwear,22,Wyoming,M,Indigo,Winter,3.6,No,2-Day Shipping,No,21,Debit Card,7
3214,27,adult,Female,Sunglasses,Accessories,56,Texas,M,Brown,Winter,3.3,No,Standard,No,33,Credit Card,30
3215,53,middle_aged,Female,Skirt,Clothing,78,Washington,M,Yellow,Spring,3.1,No,Free Shipping,No,6,Debit Card,365
3216,34,adult,Female,Coat,Outerwear,90,Rhode Island,M,Magenta,Summer,2.7,No,Free Shipping,No,10,PayPal,90
3217,39,adult,Female,Hoodie,Clothing,85,Illinois,S,Olive,Winter,3.4,No,Next Day Air,No,18,Cash,7
3218,44,middle_aged,Female,Sunglasses,Accessories,58,Oregon,M,Silver,Fall,3.4,No,Express,No,46,Venmo,7
3219,37,adult,Female,Skirt,Clothing,34,Florida,M,Teal,Fall,3.9,No,Express,No,49,PayPal,30
3220,57,senior,Female,Coat,Outerwear,40,Kansas,L,White,Summer,3.5,No,2-Day Shipping,No,39,Credit Card,7
3221,38,adult,Female,Handbag,Accessories,29,North Dakota,M,Blue,Fall,4.1,No,Free Shipping,No,16,Cash,30
3222,21,young_adult,Female,T-shirt,Clothing,76,New Hampshire,M,Yellow,Winter,3.2,No,Standard,No,28,Cash,365
3223,45,middle_aged,Female,Sunglasses,Accessories,84,Texas,S,Maroon,Fall,4.6,No,Store Pickup,No,22,PayPal,90
3224,68,senior,Female,Shirt,Clothing,65,Montana,S,Gray,Spring,3.9,No,Standard,No,36,Venmo,14
3225,37,adult,Female,Hoodie,Clothing,80,Delaware,L,Indigo,Winter,2.7,No,Free Shipping,No,18,PayPal,30
3226,53,middle_aged,Female,Blouse,Clothing,98,New Hampshire,M,Pink,Fall,3.0,No,Store Pickup,No,31,Credit Card,7
3227,57,senior,Female,Sneakers,Footwear,71,Minnesota,XL,Beige,Spring,3.3,No,Next Day Air,No,38,Bank Transfer,14
3228,28,adult,Female,Scarf,Accessories,69,Alaska,XL,White,Fall,2.7,No,Free Shipping,No,42,Debit Card,90
3229,37,adult,Female,Jewelry,Accessories,95,Connecticut,M,Yellow,Spring,4.6,No,2-Day Shipping,No,27,PayPal,365
3230,54,middle_aged,Female,Pants,Clothing,67,Connecticut,M,Teal,Fall,2.7,No,Express,No,24,Cash,30
3231,49,middle_aged,Female,Sneakers,Footwear,49,Kansas,M,Olive,Summer,2.5,No,Next Day Air,No,38,Debit Card,365
3232,62,senior,Female,Shoes,Footwear,97,Nevada,M,Maroon,Winter,4.4,No,Free Shipping,No,9,Credit Card,365
3233,45,middle_aged,Female,T-shirt,Clothing,34,Massachusetts,M,White,Spring,4.0,No,Next Day Air,No,19,Bank Transfer,30
3234,45,middle_aged,Female,Belt,Accessories,74,Indiana,M,Lavender,Fall,3.8,No,Express,No,11,Debit Card,14
3235,49,middle_aged,Female,Jewelry,Accessories,96,Washington,M,Black,Winter,2.5,No,2-Day Shipping,No,16,Debit Card,90
3236,27,adult,Female,Belt,Accessories,68,Kansas,M,Green,Summer,4.0,No,Free Shipping,No,18,Venmo,30
3237,63,senior,Female,Belt,Accessories,84,South Carolina,L,Olive,Fall,4.1,No,Next Day Air,No,8,Cash,30
3238,61,senior,Female,T-shirt,Clothing,57,Vermont,M,Gray,Summer,2.8,No,Express,No,4,Cash,7
3239,25,young_adult,Female,Sneakers,Footwear,84,Wyoming,XL,Teal,Fall,3.4,No,2-Day Shipping,No,37,Cash,90
3240,33,adult,Female,Sunglasses,Accessories,32,Colorado,M,Charcoal,Fall,2.7,No,2-Day Shipping,No,30,Cash,30
3241,56,senior,Female,Sandals,Footwear,37,West Virginia,M,Violet,Fall,3.8,No,2-Day Shipping,No,37,Bank Transfer,30
3242,50,middle_aged,Female,Handbag,Accessories,58,Connecticut,M,Lavender,Summer,4.4,No,Store Pickup,No,30,PayPal,90
3243,45,middle_aged,Female,Socks,Clothing,74,Oregon,S,Beige,Fall,2.8,No,Express,No,17,Venmo,7
3244,45,middle_aged,Female,Hoodie,Clothing,99,Idaho,L,Black,Summer,5.0,No,Store Pickup,No,11,Bank Transfer,90
3245,65,senior,Female,Sweater,Clothing,81,Arkansas,M,Black,Fall,4.7,No,Express,No,42,Credit Card,365
3246,63,senior,Female,Pants,Clothing,76,Kansas,M,Purple,Fall,3.2,No,Next Day Air,No,20,Cash,7
3247,70,senior,Female,Sneakers,Footwear,98,Michigan,M,Magenta,Summer,2.9,No,Store Pickup,No,37,Cash,30
3248,53,middle_aged,Female,Gloves,Accessories,91,Arkansas,M,Teal,Summer,3.7,No,Express,No,12,PayPal,14
3249,22,young_adult,Female,T-shirt,Clothing,79,Pennsylvania,S,Teal,Summer,4.2,No,Free Shipping,No,41,Bank Transfer,90
3250,26,adult,Female,Backpack,Accessories,83,Virginia,M,Pink,Summer,3.4,No,Express,No,32,Credit Card,90
3251,23,young_adult,Female,Coat,Outerwear,90,Minnesota,M,Teal,Spring,2.9,No,2-Day Shipping,No,15,Venmo,7
3252,25,young_adult,Female,Coat,Outerwear,20,Nevada,M,Gold,Winter,3.7,No,Standard,No,39,Venmo,90
3253,69,senior,Female,Sandals,Footwear,21,Montana,L,Brown,Spring,2.7,No,Store Pickup,No,48,Credit Card,14
3254,36,adult,Female,Backpack,Accessories,60,Nebraska,M,Brown,Fall,3.2,No,2-Day Shipping,No,8,Venmo,14
3255,21,young_adult,Female,Sweater,Clothing,31,Indiana,S,Magenta,Winter,4.9,No,Store Pickup,No,11,Bank Transfer,90
3256,57,senior,Female,Shorts,Clothing,40,New Jersey,M,Black,Fall,2.8,No,Next Day Air,No,36,Bank Transfer,30
3257,60,senior,Female,Sunglasses,Accessories,26,Wisconsin,L,Teal,Winter,4.7,No,Free Shipping,No,50,Venmo,90
3258,44,middle_aged,Female,Shirt,Clothing,98,Minnesota,M,Brown,Fall,3.3,No,Express,No,39,Venmo,90
3259,31,adult,Female,Shoes,Footwear,51,New Jersey,M,Magenta,Spring,4.3,No,Express,No,11,Credit Card,14
3260,57,senior,Female,Hat,Accessories,95,Oklahoma,XL,Indigo,Fall,3.7,No,2-Day Shipping,No,5,Debit Card,90
3261,39,adult,Female,Scarf,Accessories,36,Wisconsin,M,Violet,Summer,4.5,No,2-Day Shipping,No,7,Credit Card,365
3262,48,middle_aged,Female,Belt,Accessories,52,Rhode Island,L,Cyan,Winter,3.4,No,Store Pickup,No,50,Debit Card,7
3263,42,middle_aged,Female,T-shirt,Clothing,35,Indiana,M,Violet,Spring,2.7,No,Standard,No,21,Cash,90
3264,56,senior,Female,Shorts,Clothing,68,Vermont,S,Black,Fall,4.4,No,Express,No,31,Debit Card,14
3265,28,adult,Female,Pants,Clothing,50,Maine,S,Charcoal,Winter,4.0,No,Express,No,39,Cash,14
3266,40,adult,Female,Sunglasses,Accessories,100,Alabama,M,White,Winter,3.2,No,Express,No,28,Credit Card,14
3267,49,middle_aged,Female,Coat,Outerwear,74,Alabama,S,Gray,Winter,4.2,No,Next Day Air,No,33,Bank Transfer,7
3268,37,adult,Female,Hoodie,Clothing,45,Idaho,L,Pink,Winter,3.0,No,Store Pickup,No,42,Credit Card,90
3269,22,young_adult,Female,Dress,Clothing,97,Arkansas,M,Cyan,Fall,2.8,No,Free Shipping,No,5,Bank Transfer,90
3270,27,adult,Female,Blouse,Clothing,60,Ohio,M,Blue,Winter,4.9,No,Express,No,25,Cash,30
3271,59,senior,Female,Socks,Clothing,25,Illinois,M,Indigo,Winter,4.7,No,Express,No,48,PayPal,365
3272,35,adult,Female,Socks,Clothing,55,Nevada,XL,Magenta,Spring,4.4,No,Standard,No,30,Credit Card,7
3273,58,senior,Female,Shoes,Footwear,99,Texas,M,Lavender,Winter,3.1,No,Next Day Air,No,34,PayPal,90
3274,58,senior,Female,Belt,Accessories,45,Nevada,S,Orange,Summer,2.6,No,Free Shipping,No,34,PayPal,90
3275,46,middle_aged,Female,Sweater,Clothing,20,Oklahoma,M,Cyan,Spring,3.9,No,Store Pickup,No,14,Cash,14
3276,43,middle_aged,Female,Pants,Clothing,88,Alabama,XL,Green,Summer,2.6,No,2-Day Shipping,No,2,Debit Card,7
3277,39,adult,Female,Scarf,Accessories,99,South Dakota,M,White,Summer,4.0,No,Store Pickup,No,41,PayPal,90
3278,59,senior,Female,Skirt,Clothing,86,Texas,M,Blue,Spring,4.9,No,Store Pickup,No,3,Credit Card,30
3279,59,senior,Female,Dress,Clothing,70,Montana,M,Black,Summer,3.3,No,2-Day Shipping,No,18,Bank Transfer,7
3280,59,senior,Female,Hat,Accessories,50,Wyoming,S,Red,Fall,3.0,No,Express,No,1,Debit Card,14
3281,45,middle_aged,Female,Handbag,Accessories,57,New York,L,Red,Winter,2.7,No,Next Day Air,No,5,PayPal,30
3282,27,adult,Female,Pants,Clothing,69,Oregon,L,Gold,Winter,3.1,No,Free Shipping,No,41,Bank Transfer,365
3283,24,young_adult,Female,T-shirt,Clothing,94,California,M,Red,Fall,4.8,No,Next Day Air,No,5,Credit Card,30
3284,47,middle_aged,Female,Jacket,Outerwear,24,North Carolina,L,Purple,Spring,2.9,No,Express,No,10,Debit Card,90
3285,70,senior,Female,Scarf,Accessories,79,Kentucky,L,White,Spring,4.5,No,2-Day Shipping,No,20,Venmo,365
3286,58,senior,Female,Hat,Accessories,31,Hawaii,XL,Magenta,Fall,4.6,No,Free Shipping,No,11,Cash,7
3287,45,middle_aged,Female,Jacket,Outerwear,67,Illinois,L,Pink,Winter,5.0,No,Express,No,4,Venmo,14
3288,24,young_adult,Female,Skirt,Clothing,63,West Virginia,L,Black,Spring,4.3,No,2-Day Shipping,No,38,Credit Card,7
3289,67,senior,Female,Handbag,Accessories,61,South Carolina,XL,White,Spring,4.9,No,Next Day Air,No,19,Credit Card,14
3290,31,adult,Female,Backpack,Accessories,50,Montana,M,Maroon,Summer,4.0,No,2-Day Shipping,No,16,Venmo,90
3291,52,middle_aged,Female,Coat,Outerwear,82,North Dakota,L,Black,Spring,3.1,No,Free Shipping,No,2,PayPal,30
3292,29,adult,Female,Belt,Accessories,51,New Mexico,L,Olive,Fall,2.6,No,2-Day Shipping,No,11,Cash,30
3293,62,senior,Female,Handbag,Accessories,23,Missouri,L,Gray,Spring,4.9,No,Standard,No,18,Bank Transfer,14
3294,19,young_adult,Female,Coat,Outerwear,91,West Virginia,M,Gold,Spring,3.5,No,2-Day Shipping,No,47,Credit Card,14
3295,62,senior,Female,Sweater,Clothing,60,South Carolina,S,Magenta,Spring,4.5,No,Store Pickup,No,15,Bank Transfer,14
3296,70,senior,Female,Blouse,Clothing,34,West Virginia,S,Lavender,Summer,2.8,No,Next Day Air,No,15,Cash,7
3297,20,young_adult,Female,Blouse,Clothing,23,Alaska,M,Green,Spring,4.2,No,Next Day Air,No,47,Venmo,90
3298,67,senior,Female,Belt,Accessories,82,West Virginia,M,Violet,Fall,4.1,No,Free Shipping,No,47,PayPal,30
3299,65,senior,Female,Jacket,Outerwear,73,New Mexico,M,Brown,Fall,3.5,No,Express,No,6,Bank Transfer,90
3300,45,middle_aged,Female,Shorts,Clothing,32,South Dakota,L,Teal,Spring,4.0,No,2-Day Shipping,No,18,Venmo,30
3301,26,adult,Female,Hat,Accessories,80,Oklahoma,M,Charcoal,Spring,4.0,No,Express,No,40,Bank Transfer,14
3302,36,adult,Female,Pants,Clothing,58,Oklahoma,XL,Charcoal,Summer,2.5,No,Free Shipping,No,31,Credit Card,14
3303,36,adult,Female,Blouse,Clothing,82,Alabama,XL,Beige,Winter,4.2,No,Standard,No,31,Venmo,14
3304,20,young_adult,Female,Belt,Accessories,60,Mississippi,S,Turquoise,Summer,3.4,No,Next Day Air,No,4,Credit Card,14
3305,30,adult,Female,Handbag,Accessories,79,Mississippi,XL,Orange,Fall,4.8,No,Next Day Air,No,36,Bank Transfer,90
3306,34,adult,Female,Hoodie,Clothing,41,Nebraska,L,Cyan,Summer,4.9,No,Standard,No,31,PayPal,14
3307,63,senior,Female,Jacket,Outerwear,39,Colorado,L,Orange,Summer,3.6,No,Store Pickup,No,6,Venmo,14
3308,18,young_adult,Female,Scarf,Accessories,36,Pennsylvania,S,Green,Winter,4.0,No,Store Pickup,No,1,Cash,30
3309,55,middle_aged,Female,Jeans,Clothing,70,Utah,M,Pink,Fall,2.6,No,Express,No,29,Cash,30
3310,48,middle_aged,Female,Handbag,Accessories,47,Massachusetts,M,Blue,Summer,3.1,No,Store Pickup,No,19,PayPal,30
3311,45,middle_aged,Female,Jacket,Outerwear,27,Iowa,M,Pink,Winter,3.6,No,Free Shipping,No,12,PayPal,14
3312,29,adult,Female,Hat,Accessories,52,Florida,L,Blue,Summer,4.0,No,Express,No,18,Bank Transfer,365
3313,55,middle_aged,Female,Sneakers,Footwear,75,Louisiana,L,Black,Summer,3.9,No,Next Day Air,No,45,Cash,90
3314,55,middle_aged,Female,Hat,Accessories,30,Kansas,XL,Black,Fall,3.9,No,Express,No,45,Credit Card,30
3315,55,middle_aged,Female,Socks,Clothing,94,Kansas,M,Violet,Spring,3.3,No,Standard,No,8,Credit Card,90
3316,48,middle_aged,Female,Scarf,Accessories,68,Kentucky,S,Gold,Summer,2.9,No,Standard,No,4,PayPal,90
3317,42,middle_aged,Female,Socks,Clothing,45,New Mexico,M,Olive,Summer,3.1,No,Free Shipping,No,5,Debit Card,14
3318,21,young_adult,Female,Hat,Accessories,67,North Carolina,XL,Pink,Summer,4.7,No,Standard,No,30,Cash,90
3319,45,middle_aged,Female,Jacket,Outerwear,46,North Dakota,M,Olive,Summer,3.9,No,Free Shipping,No,15,PayPal,30
3320,23,young_adult,Female,Shorts,Clothing,31,North Dakota,M,Indigo,Summer,4.3,No,Next Day Air,No,17,Credit Card,90
3321,66,senior,Female,Blouse,Clothing,44,Illinois,XL,Silver,Fall,4.2,No,2-Day Shipping,No,45,Cash,90
3322,32,adult,Female,Coat,Outerwear,100,Maine,S,Charcoal,Winter,4.3,No,Next Day Air,No,3,Venmo,365
3323,52,middle_aged,Female,Sweater,Clothing,92,Indiana,XL,Orange,Winter,4.6,No,Next Day Air,No,43,PayPal,7
3324,54,middle_aged,Female,Handbag,Accessories,78,North Dakota,M,Yellow,Winter,3.8,No,Free Shipping,No,4,Credit Card,30
3325,37,adult,Female,T-shirt,Clothing,32,Missouri,S,Red,Fall,3.3,No,Standard,No,41,Venmo,7
3326,29,adult,Female,Sandals,Footwear,97,Alaska,M,Maroon,Fall,3.7,No,2-Day Shipping,No,16,Venmo,30
3327,47,middle_aged,Female,Gloves,Accessories,95,North Dakota,M,Magenta,Summer,4.3,No,Standard,No,10,Debit Card,365
3328,47,middle_aged,Female,Shorts,Clothing,64,Connecticut,M,Black,Spring,4.1,No,Express,No,2,Debit Card,90
3329,42,middle_aged,Female,Sandals,Footwear,35,Wisconsin,M,Violet,Spring,3.2,No,Free Shipping,No,11,Cash,14
